#,s,V vs. Ref.,V,V,bits
448,451.733,5.81E-01,5.81E-01,-3.54E-04,...........
449,452.742,5.81E-01,5.81E-01,-3.52E-04,...........
450,453.75,5.81E-01,5.81E-01,-3.55E-04,...........
451,454.758,5.81E-01,5.81E-01,-3.58E-04,...........
452,455.767,5.81E-01,5.81E-01,-3.51E-04,...........
453,456.775,5.81E-01,5.81E-01,-3.56E-04,...........
454,457.783,5.81E-01,5.81E-01,-3.53E-04,...........
455,458.792,5.81E-01,5.81E-01,-3.54E-04,...........
456,459.8,5.81E-01,5.81E-01,-3.55E-04,...........
457,460.808,5.81E-01,5.81E-01,-3.55E-04,...........
458,461.817,5.81E-01,5.81E-01,-3.57E-04,...........
459,462.825,5.81E-01,5.81E-01,-3.53E-04,...........
460,463.833,5.81E-01,5.81E-01,-3.50E-04,...........
461,464.842,5.81E-01,5.81E-01,-3.54E-04,...........
462,465.85,5.81E-01,5.81E-01,-3.57E-04,...........
463,466.858,5.81E-01,5.81E-01,-3.54E-04,...........
464,467.867,5.81E-01,5.81E-01,-3.54E-04,...........
465,468.875,5.81E-01,5.81E-01,-3.53E-04,...........
466,469.883,5.81E-01,5.81E-01,-3.55E-04,...........
467,470.892,5.81E-01,5.81E-01,-3.53E-04,...........
468,471.9,5.81E-01,5.81E-01,-3.49E-04,...........
469,472.908,5.81E-01,5.81E-01,-3.55E-04,...........
470,473.917,5.81E-01,5.81E-01,-3.50E-04,...........
471,474.925,5.81E-01,5.81E-01,-3.55E-04,...........
472,475.933,5.81E-01,5.81E-01,-3.54E-04,...........
473,476.942,5.81E-01,5.80E-01,-3.53E-04,...........
474,477.95,5.81E-01,5.80E-01,-3.55E-04,...........
475,478.958,5.81E-01,5.80E-01,-3.52E-04,...........
476,479.967,5.80E-01,5.80E-01,-3.52E-04,...........
477,480.975,5.80E-01,5.80E-01,-3.54E-04,...........
478,481.983,5.80E-01,5.80E-01,-3.49E-04,...........
479,482.992,5.80E-01,5.80E-01,-3.46E-04,...........
480,484,5.80E-01,5.80E-01,-3.46E-04,...........
481,485.008,5.80E-01,5.80E-01,-3.45E-04,...........
482,486.017,5.80E-01,5.80E-01,-3.52E-04,...........
483,487.025,5.80E-01,5.80E-01,-3.48E-04,...........
484,488.033,5.80E-01,5.80E-01,-3.43E-04,...........
485,489.042,5.80E-01,5.80E-01,-3.47E-04,...........
486,490.05,5.80E-01,5.80E-01,-3.48E-04,...........
487,491.058,5.80E-01,5.80E-01,-3.52E-04,...........
488,492.067,5.80E-01,5.80E-01,-3.52E-04,...........
489,493.075,5.80E-01,5.80E-01,-3.51E-04,...........
490,494.083,5.80E-01,5.80E-01,-3.51E-04,...........
491,495.092,5.80E-01,5.80E-01,-3.53E-04,...........
492,496.1,5.80E-01,5.80E-01,-3.55E-04,...........
493,497.108,5.80E-01,5.80E-01,-3.54E-04,...........
494,498.117,5.80E-01,5.80E-01,-3.48E-04,...........
495,499.125,5.80E-01,5.80E-01,-3.52E-04,...........
496,500.133,5.80E-01,5.80E-01,-3.56E-04,...........
497,501.142,5.80E-01,5.80E-01,-3.51E-04,...........
498,502.15,5.80E-01,5.80E-01,-3.53E-04,...........
499,503.158,5.80E-01,5.80E-01,-3.53E-04,...........
500,504.167,5.80E-01,5.80E-01,-3.54E-04,...........
501,505.175,5.80E-01,5.80E-01,-3.51E-04,...........
502,506.183,5.80E-01,5.80E-01,-3.50E-04,...........
503,507.192,5.80E-01,5.80E-01,-3.53E-04,...........
504,508.2,5.80E-01,5.80E-01,-3.53E-04,...........
505,509.208,5.80E-01,5.80E-01,-3.50E-04,...........
506,510.217,5.80E-01,5.80E-01,-3.50E-04,...........
507,511.225,5.80E-01,5.80E-01,-3.47E-04,...........
508,512.233,5.80E-01,5.80E-01,-3.53E-04,...........
509,513.242,5.80E-01,5.80E-01,-3.47E-04,...........
510,514.25,5.80E-01,5.80E-01,-3.48E-04,...........
511,515.258,5.80E-01,5.80E-01,-3.51E-04,...........
512,516.267,5.80E-01,5.80E-01,-3.49E-04,...........
513,517.275,5.80E-01,5.80E-01,-3.51E-04,...........
514,518.283,5.80E-01,5.80E-01,-3.50E-04,...........
515,519.292,5.80E-01,5.79E-01,-3.50E-04,...........
516,520.3,5.80E-01,5.79E-01,-3.52E-04,...........
517,521.308,5.80E-01,5.79E-01,-3.54E-04,...........
518,522.317,5.79E-01,5.79E-01,-3.53E-04,...........
519,523.325,5.79E-01,5.79E-01,-3.50E-04,...........
520,524.333,5.79E-01,5.79E-01,-3.55E-04,...........
521,525.342,5.79E-01,5.79E-01,-3.54E-04,...........
522,526.35,5.79E-01,5.79E-01,-3.47E-04,...........
523,527.358,5.79E-01,5.79E-01,-3.50E-04,...........
524,528.367,5.79E-01,5.79E-01,-3.50E-04,...........
525,529.375,5.79E-01,5.79E-01,-3.47E-04,...........
526,530.383,5.79E-01,5.79E-01,-3.51E-04,...........
527,531.392,5.79E-01,5.79E-01,-3.47E-04,...........
528,532.4,5.79E-01,5.79E-01,-3.51E-04,...........
529,533.408,5.79E-01,5.79E-01,-3.54E-04,...........
530,534.417,5.79E-01,5.79E-01,-3.49E-04,...........
531,535.425,5.79E-01,5.79E-01,-3.51E-04,...........
532,536.433,5.79E-01,5.79E-01,-3.51E-04,...........
533,537.442,5.79E-01,5.79E-01,-3.50E-04,...........
534,538.45,5.79E-01,5.79E-01,-3.49E-04,...........
535,539.458,5.79E-01,5.79E-01,-3.57E-04,...........
536,540.467,5.79E-01,5.79E-01,-3.54E-04,...........
537,541.475,5.79E-01,5.79E-01,-3.57E-04,...........
538,542.483,5.79E-01,5.79E-01,-3.50E-04,...........
539,543.492,5.79E-01,5.79E-01,-3.53E-04,...........
540,544.5,5.79E-01,5.79E-01,-3.53E-04,...........
541,545.508,5.79E-01,5.79E-01,-3.51E-04,...........
542,546.517,5.79E-01,5.79E-01,-3.52E-04,...........
543,547.525,5.79E-01,5.79E-01,-3.48E-04,...........
544,548.533,5.79E-01,5.79E-01,-3.53E-04,...........
545,549.542,5.79E-01,5.79E-01,-3.56E-04,...........
546,550.55,5.79E-01,5.79E-01,-3.51E-04,...........
547,551.558,5.79E-01,5.79E-01,-3.48E-04,...........
548,552.567,5.79E-01,5.79E-01,-3.52E-04,...........
549,553.575,5.79E-01,5.79E-01,-3.55E-04,...........
550,554.583,5.79E-01,5.79E-01,-3.51E-04,...........
551,555.592,5.79E-01,5.79E-01,-3.46E-04,...........
552,556.6,5.79E-01,5.79E-01,-3.44E-04,...........
553,557.608,5.79E-01,5.79E-01,-3.49E-04,...........
554,558.617,5.79E-01,5.79E-01,-3.49E-04,...........
555,559.625,5.79E-01,5.79E-01,-3.45E-04,...........
556,560.633,5.79E-01,5.79E-01,-3.50E-04,...........
557,561.642,5.79E-01,5.79E-01,-3.52E-04,...........
558,562.65,5.79E-01,5.78E-01,-3.55E-04,...........
559,563.658,5.79E-01,5.78E-01,-3.55E-04,...........
560,564.667,5.79E-01,5.78E-01,-3.52E-04,...........
561,565.675,5.78E-01,5.78E-01,-3.56E-04,...........
562,566.683,5.78E-01,5.78E-01,-3.56E-04,...........
563,567.692,5.78E-01,5.78E-01,-3.56E-04,...........
564,568.7,5.78E-01,5.78E-01,-3.50E-04,...........
565,569.708,5.78E-01,5.78E-01,-3.55E-04,...........
566,570.717,5.78E-01,5.78E-01,-3.64E-04,...........
567,571.725,5.78E-01,5.78E-01,-3.61E-04,...........
568,572.733,5.78E-01,5.78E-01,-3.60E-04,...........
569,573.742,5.78E-01,5.78E-01,-3.55E-04,...........
570,574.75,5.78E-01,5.78E-01,-3.55E-04,...........
571,575.758,5.78E-01,5.78E-01,-3.53E-04,...........
572,576.767,5.78E-01,5.78E-01,-3.53E-04,...........
573,577.775,5.78E-01,5.78E-01,-3.53E-04,...........
574,578.783,5.78E-01,5.78E-01,-3.53E-04,...........
575,579.792,5.78E-01,5.78E-01,-3.53E-04,...........
576,580.8,5.78E-01,5.78E-01,-3.55E-04,...........
577,581.808,5.78E-01,5.78E-01,-3.59E-04,...........
578,582.817,5.78E-01,5.78E-01,-3.57E-04,...........
579,583.825,5.78E-01,5.78E-01,-3.54E-04,...........
580,584.833,5.78E-01,5.78E-01,-3.53E-04,...........
581,585.842,5.78E-01,5.78E-01,-3.57E-04,...........
582,586.85,5.78E-01,5.78E-01,-3.56E-04,...........
583,587.858,5.78E-01,5.78E-01,-3.60E-04,...........
584,588.867,5.78E-01,5.78E-01,-3.50E-04,...........
585,589.875,5.78E-01,5.78E-01,-3.52E-04,...........
586,590.883,5.78E-01,5.78E-01,-3.55E-04,...........
587,591.892,5.78E-01,5.78E-01,-3.52E-04,...........
588,592.9,5.78E-01,5.78E-01,-3.48E-04,...........
589,593.908,5.78E-01,5.78E-01,-3.52E-04,...........
590,594.917,5.78E-01,5.78E-01,-3.53E-04,...........
591,595.925,5.78E-01,5.78E-01,-3.50E-04,...........
592,596.933,5.78E-01,5.78E-01,-3.49E-04,...........
593,597.942,5.78E-01,5.78E-01,-3.50E-04,...........
594,598.95,5.78E-01,5.78E-01,-3.53E-04,...........
595,599.958,5.78E-01,5.78E-01,-3.53E-04,...........
596,600.967,5.78E-01,5.78E-01,-3.57E-04,...........
597,601.975,5.78E-01,5.78E-01,-3.56E-04,...........
598,602.983,5.78E-01,5.78E-01,-3.54E-04,...........
599,603.992,5.78E-01,5.78E-01,-3.58E-04,...........
600,605,5.78E-01,5.78E-01,-3.53E-04,...........
601,606.008,5.78E-01,5.78E-01,-3.50E-04,...........
602,607.017,5.78E-01,5.78E-01,-3.57E-04,...........
603,608.025,5.78E-01,5.78E-01,-3.53E-04,...........
604,609.033,5.78E-01,5.78E-01,-3.50E-04,...........
605,610.042,5.78E-01,5.78E-01,-3.47E-04,...........
606,611.05,5.78E-01,5.78E-01,-3.47E-04,...........
607,612.058,5.78E-01,5.78E-01,-3.51E-04,...........
608,613.067,5.78E-01,5.78E-01,-3.48E-04,...........
609,614.075,5.78E-01,5.78E-01,-3.49E-04,...........
610,615.083,5.78E-01,5.78E-01,-3.46E-04,...........
611,616.092,5.78E-01,5.78E-01,-3.45E-04,...........
612,617.1,5.78E-01,5.78E-01,-3.50E-04,...........
613,618.108,5.78E-01,5.78E-01,-3.51E-04,...........
614,619.117,5.78E-01,5.78E-01,-3.54E-04,...........
615,620.125,5.78E-01,5.78E-01,-3.46E-04,...........
616,621.133,5.78E-01,5.78E-01,-3.50E-04,...........
617,622.142,5.78E-01,5.78E-01,-3.52E-04,...........
618,623.15,5.78E-01,5.78E-01,-3.53E-04,...........
619,624.158,5.78E-01,5.78E-01,-3.46E-04,...........
620,625.167,5.78E-01,5.78E-01,-3.46E-04,...........
621,626.175,5.78E-01,5.78E-01,-3.50E-04,...........
622,627.183,5.78E-01,5.78E-01,-3.47E-04,...........
623,628.192,5.78E-01,5.78E-01,-3.48E-04,...........
624,629.2,5.78E-01,5.77E-01,-3.47E-04,...........
625,630.208,5.78E-01,5.77E-01,-3.46E-04,...........
626,631.217,5.78E-01,5.77E-01,-3.41E-04,...........
627,632.225,5.78E-01,5.77E-01,-3.47E-04,...........
628,633.233,5.77E-01,5.77E-01,-3.45E-04,...........
629,634.242,5.77E-01,5.77E-01,-3.46E-04,...........
630,635.25,5.77E-01,5.77E-01,-3.47E-04,...........
631,636.258,5.77E-01,5.77E-01,-3.51E-04,...........
632,637.267,5.77E-01,5.77E-01,-3.52E-04,...........
633,638.275,5.77E-01,5.77E-01,-3.48E-04,...........
634,639.283,5.77E-01,5.77E-01,-3.47E-04,...........
635,640.292,5.77E-01,5.77E-01,-3.49E-04,...........
636,641.3,5.77E-01,5.77E-01,-3.47E-04,...........
637,642.308,5.77E-01,5.77E-01,-3.50E-04,...........
638,643.317,5.77E-01,5.77E-01,-3.48E-04,...........
639,644.325,5.77E-01,5.77E-01,-3.42E-04,...........
640,645.333,5.77E-01,5.77E-01,-3.50E-04,...........
641,646.342,5.77E-01,5.77E-01,-3.49E-04,...........
642,647.35,5.77E-01,5.77E-01,-3.51E-04,...........
643,648.358,5.77E-01,5.77E-01,-3.50E-04,...........
644,649.367,5.77E-01,5.77E-01,-3.48E-04,...........
645,650.375,5.77E-01,5.77E-01,-3.49E-04,...........
646,651.383,5.77E-01,5.77E-01,-3.44E-04,...........
647,652.392,5.77E-01,5.77E-01,-3.47E-04,...........
648,653.4,5.77E-01,5.77E-01,-3.49E-04,...........
649,654.408,5.77E-01,5.77E-01,-3.50E-04,...........
650,655.417,5.77E-01,5.77E-01,-3.50E-04,...........
651,656.425,5.77E-01,5.77E-01,-3.51E-04,...........
652,657.433,5.77E-01,5.77E-01,-3.44E-04,...........
653,658.442,5.77E-01,5.77E-01,-3.39E-04,...........
654,659.45,5.77E-01,5.77E-01,-3.41E-04,...........
655,660.458,5.77E-01,5.77E-01,-3.45E-04,...........
656,661.467,5.77E-01,5.77E-01,-3.42E-04,...........
657,662.475,5.77E-01,5.77E-01,-3.46E-04,...........
658,663.483,5.77E-01,5.77E-01,-3.43E-04,...........
659,664.492,5.77E-01,5.77E-01,-3.50E-04,...........
660,665.5,5.77E-01,5.77E-01,-3.48E-04,...........
661,666.508,5.77E-01,5.77E-01,-3.50E-04,...........
662,667.517,5.77E-01,5.77E-01,-3.47E-04,...........
663,668.525,5.77E-01,5.77E-01,-3.45E-04,...........
664,669.533,5.77E-01,5.77E-01,-3.47E-04,...........
665,670.542,5.77E-01,5.76E-01,-3.45E-04,...........
666,671.55,5.77E-01,5.76E-01,-3.47E-04,...........
667,672.558,5.77E-01,5.76E-01,-3.46E-04,...........
668,673.567,5.76E-01,5.76E-01,-3.47E-04,...........
669,674.575,5.76E-01,5.76E-01,-3.44E-04,...........
670,675.583,5.76E-01,5.76E-01,-3.48E-04,...........
671,676.592,5.76E-01,5.76E-01,-3.43E-04,...........
672,677.6,5.76E-01,5.76E-01,-3.44E-04,...........
673,678.608,5.76E-01,5.76E-01,-3.48E-04,...........
674,679.617,5.76E-01,5.76E-01,-3.48E-04,...........
675,680.625,5.76E-01,5.76E-01,-3.45E-04,...........
676,681.633,5.76E-01,5.76E-01,-3.42E-04,...........
677,682.642,5.76E-01,5.76E-01,-3.47E-04,...........
678,683.65,5.76E-01,5.76E-01,-3.50E-04,...........
679,684.658,5.76E-01,5.76E-01,-3.49E-04,...........
680,685.667,5.76E-01,5.76E-01,-3.49E-04,...........
681,686.675,5.76E-01,5.76E-01,-3.52E-04,...........
682,687.683,5.76E-01,5.76E-01,-3.54E-04,...........
683,688.692,5.76E-01,5.76E-01,-3.47E-04,...........
684,689.7,5.76E-01,5.76E-01,-3.44E-04,...........
685,690.708,5.76E-01,5.76E-01,-3.47E-04,...........
686,691.717,5.76E-01,5.76E-01,-3.39E-04,...........
687,692.725,5.76E-01,5.76E-01,-3.44E-04,...........
688,693.733,5.76E-01,5.76E-01,-3.45E-04,...........
689,694.742,5.76E-01,5.76E-01,-3.46E-04,...........
690,695.75,5.76E-01,5.76E-01,-3.48E-04,...........
691,696.758,5.76E-01,5.76E-01,-3.48E-04,...........
692,697.767,5.76E-01,5.76E-01,-3.50E-04,...........
693,698.775,5.76E-01,5.76E-01,-3.49E-04,...........
694,699.783,5.76E-01,5.76E-01,-3.47E-04,...........
695,700.792,5.76E-01,5.76E-01,-3.46E-04,...........
696,701.8,5.76E-01,5.76E-01,-3.51E-04,...........
697,702.808,5.76E-01,5.76E-01,-3.49E-04,...........
698,703.817,5.76E-01,5.76E-01,-3.51E-04,...........
699,704.825,5.76E-01,5.76E-01,-3.50E-04,...........
700,705.833,5.76E-01,5.76E-01,-3.49E-04,...........
701,706.842,5.76E-01,5.76E-01,-3.47E-04,...........
702,707.85,5.76E-01,5.76E-01,-3.50E-04,...........
703,708.858,5.76E-01,5.76E-01,-3.50E-04,...........
704,709.867,5.76E-01,5.76E-01,-3.53E-04,...........
705,710.875,5.76E-01,5.76E-01,-3.52E-04,...........
706,711.883,5.76E-01,5.76E-01,-3.56E-04,...........
707,712.892,5.76E-01,5.76E-01,-3.51E-04,...........
708,713.9,5.76E-01,5.76E-01,-3.50E-04,...........
709,714.908,5.76E-01,5.76E-01,-3.51E-04,...........
710,715.917,5.76E-01,5.76E-01,-3.49E-04,...........
711,716.925,5.76E-01,5.76E-01,-3.49E-04,...........
712,717.933,5.76E-01,5.76E-01,-3.50E-04,...........
713,718.942,5.76E-01,5.76E-01,-3.47E-04,...........
714,719.95,5.76E-01,5.76E-01,-3.50E-04,...........
715,720.958,5.76E-01,5.76E-01,-3.48E-04,...........
716,721.967,5.76E-01,5.76E-01,-3.50E-04,...........
717,722.975,5.76E-01,5.76E-01,-3.50E-04,...........
718,723.983,5.76E-01,5.76E-01,-3.51E-04,...........
719,724.992,5.76E-01,5.76E-01,-3.51E-04,...........
720,726,5.76E-01,5.76E-01,-3.46E-04,...........
721,727.008,5.76E-01,5.76E-01,-3.50E-04,...........
722,728.017,5.76E-01,5.76E-01,-3.50E-04,...........
723,729.025,5.76E-01,5.76E-01,-3.53E-04,...........
724,730.033,5.76E-01,5.76E-01,-3.52E-04,...........
725,731.042,5.76E-01,5.76E-01,-3.50E-04,...........
726,732.05,5.76E-01,5.76E-01,-3.51E-04,...........
727,733.058,5.76E-01,5.76E-01,-3.53E-04,...........
728,734.067,5.76E-01,5.76E-01,-3.52E-04,...........
729,735.075,5.76E-01,5.76E-01,-3.48E-04,...........
730,736.083,5.76E-01,5.76E-01,-3.47E-04,...........
731,737.092,5.76E-01,5.76E-01,-3.51E-04,...........
732,738.1,5.76E-01,5.76E-01,-3.47E-04,...........
733,739.108,5.76E-01,5.76E-01,-3.51E-04,...........
734,740.117,5.76E-01,5.76E-01,-3.46E-04,...........
735,741.125,5.76E-01,5.76E-01,-3.47E-04,...........
736,742.133,5.76E-01,5.76E-01,-3.47E-04,...........
737,743.142,5.76E-01,5.76E-01,-3.46E-04,...........
738,744.15,5.76E-01,5.76E-01,-3.45E-04,...........
739,745.158,5.76E-01,5.76E-01,-3.48E-04,...........
740,746.167,5.76E-01,5.76E-01,-3.43E-04,...........
741,747.175,5.76E-01,5.76E-01,-3.45E-04,...........
742,748.183,5.76E-01,5.76E-01,-3.50E-04,...........
743,749.192,5.76E-01,5.76E-01,-3.50E-04,...........
744,750.2,5.76E-01,5.76E-01,-3.45E-04,...........
745,751.208,5.76E-01,5.76E-01,-3.49E-04,...........
746,752.217,5.76E-01,5.76E-01,-3.47E-04,...........
747,753.225,5.76E-01,5.76E-01,-3.48E-04,...........
748,754.233,5.76E-01,5.76E-01,-3.50E-04,...........
749,755.242,5.76E-01,5.76E-01,-3.47E-04,...........
750,756.25,5.76E-01,5.76E-01,-3.43E-04,...........
751,757.258,5.76E-01,5.76E-01,-3.40E-04,...........
752,758.267,5.76E-01,5.76E-01,-3.41E-04,...........
753,759.275,5.76E-01,5.76E-01,-3.42E-04,...........
754,760.283,5.76E-01,5.76E-01,-3.46E-04,...........
755,761.292,5.76E-01,5.75E-01,-3.42E-04,...........
756,762.3,5.76E-01,5.75E-01,-3.41E-04,...........
757,763.308,5.76E-01,5.75E-01,-3.40E-04,...........
758,764.317,5.75E-01,5.75E-01,-3.44E-04,...........
759,765.325,5.75E-01,5.75E-01,-3.44E-04,...........
760,766.333,5.75E-01,5.75E-01,-3.45E-04,...........
761,767.342,5.75E-01,5.75E-01,-3.46E-04,...........
762,768.35,5.75E-01,5.75E-01,-3.47E-04,...........
763,769.358,5.75E-01,5.75E-01,-3.46E-04,...........
764,770.367,5.75E-01,5.75E-01,-3.47E-04,...........
765,771.375,5.75E-01,5.75E-01,-3.46E-04,...........
766,772.383,5.75E-01,5.75E-01,-3.48E-04,...........
767,773.392,5.75E-01,5.75E-01,-3.43E-04,...........
768,774.4,5.75E-01,5.75E-01,-3.43E-04,...........
769,775.408,5.75E-01,5.75E-01,-3.46E-04,...........
770,776.417,5.75E-01,5.75E-01,-3.50E-04,...........
771,777.425,5.75E-01,5.75E-01,-3.45E-04,...........
772,778.433,5.75E-01,5.75E-01,-3.47E-04,...........
773,779.442,5.75E-01,5.75E-01,-3.48E-04,...........
774,780.45,5.75E-01,5.75E-01,-3.47E-04,...........
775,781.458,5.75E-01,5.75E-01,-3.45E-04,...........
776,782.467,5.75E-01,5.75E-01,-3.51E-04,...........
777,783.475,5.75E-01,5.75E-01,-3.46E-04,...........
778,784.483,5.75E-01,5.75E-01,-3.44E-04,...........
779,785.492,5.75E-01,5.75E-01,-3.47E-04,...........
780,786.5,5.75E-01,5.75E-01,-3.49E-04,...........
781,787.508,5.75E-01,5.75E-01,-3.49E-04,...........
782,788.517,5.75E-01,5.75E-01,-3.50E-04,...........
783,789.525,5.75E-01,5.75E-01,-3.47E-04,...........
784,790.533,5.75E-01,5.75E-01,-3.49E-04,...........
785,791.542,5.75E-01,5.75E-01,-3.45E-04,...........
786,792.55,5.75E-01,5.75E-01,-3.48E-04,...........
787,793.558,5.75E-01,5.75E-01,-3.41E-04,...........
788,794.567,5.75E-01,5.75E-01,-3.45E-04,...........
789,795.575,5.75E-01,5.75E-01,-3.46E-04,...........
790,796.583,5.75E-01,5.75E-01,-3.45E-04,...........
791,797.592,5.75E-01,5.75E-01,-3.46E-04,...........
792,798.6,5.75E-01,5.75E-01,-3.44E-04,...........
793,799.608,5.75E-01,5.75E-01,-3.46E-04,...........
794,800.617,5.75E-01,5.75E-01,-3.43E-04,...........
795,801.625,5.75E-01,5.75E-01,-3.44E-04,...........
796,802.633,5.75E-01,5.75E-01,-3.46E-04,...........
797,803.642,5.75E-01,5.75E-01,-3.45E-04,...........
798,804.65,5.75E-01,5.75E-01,-3.47E-04,...........
799,805.658,5.75E-01,5.75E-01,-3.47E-04,...........
800,806.667,5.75E-01,5.75E-01,-3.47E-04,...........
801,807.675,5.75E-01,5.75E-01,-3.48E-04,...........
802,808.683,5.75E-01,5.75E-01,-3.44E-04,...........
803,809.692,5.75E-01,5.75E-01,-3.42E-04,...........
804,810.7,5.75E-01,5.75E-01,-3.44E-04,...........
805,811.708,5.75E-01,5.75E-01,-3.45E-04,...........
806,812.717,5.75E-01,5.75E-01,-3.49E-04,...........
807,813.725,5.75E-01,5.75E-01,-3.46E-04,...........
808,814.733,5.75E-01,5.75E-01,-3.45E-04,...........
809,815.742,5.75E-01,5.75E-01,-3.43E-04,...........
810,816.75,5.75E-01,5.75E-01,-3.44E-04,...........
811,817.758,5.75E-01,5.75E-01,-3.47E-04,...........
812,818.767,5.75E-01,5.75E-01,-3.38E-04,...........
813,819.775,5.75E-01,5.75E-01,-3.46E-04,...........
814,820.783,5.75E-01,5.75E-01,-3.44E-04,...........
815,821.792,5.75E-01,5.75E-01,-3.44E-04,...........
816,822.8,5.75E-01,5.75E-01,-3.41E-04,...........
817,823.808,5.75E-01,5.75E-01,-3.41E-04,...........
818,824.817,5.75E-01,5.75E-01,-3.42E-04,...........
819,825.825,5.75E-01,5.75E-01,-3.42E-04,...........
820,826.833,5.75E-01,5.75E-01,-3.47E-04,...........
821,827.842,5.75E-01,5.75E-01,-3.43E-04,...........
822,828.85,5.75E-01,5.75E-01,-3.46E-04,...........
823,829.858,5.75E-01,5.75E-01,-3.42E-04,...........
824,830.867,5.75E-01,5.75E-01,-3.46E-04,...........
825,831.875,5.75E-01,5.75E-01,-3.41E-04,...........
826,832.883,5.75E-01,5.75E-01,-3.43E-04,...........
827,833.892,5.75E-01,5.75E-01,-3.40E-04,...........
828,834.9,5.75E-01,5.75E-01,-3.37E-04,...........
829,835.908,5.75E-01,5.75E-01,-3.44E-04,...........
830,836.917,5.75E-01,5.75E-01,-3.42E-04,...........
831,837.925,5.75E-01,5.75E-01,-3.42E-04,...........
832,838.933,5.75E-01,5.75E-01,-3.39E-04,...........
833,839.942,5.75E-01,5.75E-01,-3.45E-04,...........
834,840.95,5.75E-01,5.75E-01,-3.47E-04,...........
835,841.958,5.75E-01,5.75E-01,-3.45E-04,...........
836,842.967,5.75E-01,5.75E-01,-3.50E-04,...........
837,843.975,5.75E-01,5.75E-01,-3.43E-04,...........
838,844.983,5.75E-01,5.75E-01,-3.42E-04,...........
839,845.992,5.75E-01,5.75E-01,-3.44E-04,...........
840,847,5.75E-01,5.75E-01,-3.42E-04,...........
841,848.008,5.75E-01,5.75E-01,-3.45E-04,...........
842,849.017,5.75E-01,5.75E-01,-3.47E-04,...........
843,850.025,5.75E-01,5.75E-01,-3.44E-04,...........
844,851.033,5.75E-01,5.75E-01,-3.38E-04,...........
845,852.042,5.75E-01,5.75E-01,-3.39E-04,...........
846,853.05,5.75E-01,5.75E-01,-3.40E-04,...........
847,854.058,5.75E-01,5.75E-01,-3.41E-04,...........
848,855.067,5.75E-01,5.75E-01,-3.39E-04,...........
849,856.075,5.75E-01,5.75E-01,-3.41E-04,...........
850,857.083,5.75E-01,5.75E-01,-3.38E-04,...........
851,858.092,5.75E-01,5.75E-01,-3.40E-04,...........
852,859.1,5.75E-01,5.75E-01,-3.44E-04,...........
853,860.108,5.75E-01,5.75E-01,-3.38E-04,...........
854,861.117,5.75E-01,5.75E-01,-3.43E-04,...........
855,862.125,5.75E-01,5.75E-01,-3.39E-04,...........
856,863.133,5.75E-01,5.75E-01,-3.44E-04,...........
857,864.142,5.75E-01,5.75E-01,-3.41E-04,...........
858,865.15,5.75E-01,5.75E-01,-3.43E-04,...........
859,866.158,5.75E-01,5.75E-01,-3.45E-04,...........
860,867.167,5.75E-01,5.75E-01,-3.47E-04,...........
861,868.175,5.75E-01,5.75E-01,-3.45E-04,...........
862,869.183,5.75E-01,5.75E-01,-3.44E-04,...........
863,870.192,5.75E-01,5.75E-01,-3.42E-04,...........
864,871.2,5.75E-01,5.75E-01,-3.42E-04,...........
865,872.208,5.75E-01,5.75E-01,-3.45E-04,...........
866,873.217,5.75E-01,5.75E-01,-3.42E-04,...........
867,874.225,5.75E-01,5.75E-01,-3.39E-04,...........
868,875.233,5.75E-01,5.75E-01,-3.37E-04,...........
869,876.242,5.75E-01,5.75E-01,-3.41E-04,...........
870,877.25,5.75E-01,5.75E-01,-3.40E-04,...........
871,878.258,5.75E-01,5.75E-01,-3.42E-04,...........
872,879.267,5.75E-01,5.75E-01,-3.41E-04,...........
873,880.275,5.75E-01,5.75E-01,-3.38E-04,...........
